round_epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,batch_size,dropout,epochs,first_neuron,last_activation,loss,lr,optimizer,weight_regulizer
40,2.5289320945739746,0.583809494972229,2.610008955001831,0.5255555510520935,3,0.4,40,256,softmax,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.1310360431671143,0.9519047737121582,2.446322202682495,0.6399999856948853,3,0.4,40,256,softmax,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.1269383430480957,0.9519047737121582,2.474514961242676,0.602222204208374,3,0.4,40,256,softmax,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.7618930339813232,0.37809523940086365,2.777944326400757,0.36444443464279175,3,0.4,40,256,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.4448254108428955,0.6499999761581421,2.5497167110443115,0.5344444513320923,3,0.4,40,256,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.1578564643859863,0.9285714030265808,2.5355911254882812,0.6222222447395325,3,0.4,40,256,hard_sigmoid,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.14377760887146,0.9366666674613953,2.4610190391540527,0.5955555438995361,3,0.4,40,256,hard_sigmoid,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.961524724960327,0.357619047164917,2.9639177322387695,0.3422222137451172,3,0.4,40,128,softmax,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.5972118377685547,0.5519047379493713,2.6608548164367676,0.5055555701255798,3,0.4,40,128,softmax,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.1750905513763428,0.9104762077331543,2.4566564559936523,0.6366666555404663,3,0.4,40,128,softmax,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.1254396438598633,0.9552381038665771,2.4670426845550537,0.6155555844306946,3,0.4,40,128,softmax,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.8524651527404785,0.38476189970970154,2.8658735752105713,0.3633333444595337,3,0.4,40,128,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.5351593494415283,0.5447618961334229,2.5968329906463623,0.4866666793823242,3,0.4,40,128,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.1380960941314697,0.95333331823349,2.5186948776245117,0.6411111354827881,3,0.4,40,128,hard_sigmoid,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,None
40,2.1460540294647217,0.9295238256454468,2.469947576522827,0.6077777743339539,3,0.4,40,128,hard_sigmoid,categorical_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
